"panel","strain","chr","from","to"
"AXB","BXA..17","17",81139960,81186738
"AXB","BXA..17","18",16818972,21513653
"AXB","BXA..17","19",6225435,8884935
"AXB","BXA..17","19",13102841,15133258
"AXB","BXA..17","2",19779142,19789514
"AXB","BXA..17","2",26748033,29356173
"AXB","BXA..17","2",57512266,57543585
"AXB","BXA..17","2",59064472,59185776
"AXB","BXA..17","2",62472458,62490364
"AXB","BXA..17","2",94305661,94335352
"AXB","BXA..17","2",107928362,107949148
"AXB","BXA..17","2",113416215,113417639
"AXB","BXA..17","2",155060765,155432421
"AXB","BXA..17","3",12492151,13487103
"AXB","BXA..17","3",34113423,34134493
"AXB","BXA..17","3",36725495,36753664
"AXB","BXA..17","3",40222858,40313327
"AXB","BXA..17","3",60751026,60757140
"AXB","BXA..17","3",80488179,80536899
"AXB","BXA..17","3",146245339,146299565
"AXB","BXA..17","3",155760254,156250828
"AXB","BXA..17","3",156964877,157116111
"AXB","BXA..17","4",21609730,22306517
"AXB","BXA..17","5",130823944,132237205
"AXB","BXA..17","5",132630772,134520936
"AXB","BXA..17","6",38804827,43391620
"AXB","BXA..17","6",77174254,77383010
"AXB","BXA..17","6",94143758,94174145
"AXB","BXA..17","6",95389649,95532880
"AXB","BXA..17","6",145372553,145380291
"AXB","BXA..17","7",59672354,59911598
"AXB","BXA..17","7",135825552,137061570
"AXB","BXA..17","7",142012872,144104785
"AXB","BXA..17","7",146904915,146935076
"AXB","BXA..17","8",58886801,58944635
"AXB","BXA..17","8",63950907,63978925
"AXB","BXA..17","8",71592403,79142237
"AXB","BXA..17","8",80473914,83407652
"AXB","BXA..17","8",116230406,116233616
"AXB","BXA..17","8",124991124,125033254
"AXB","BXA..17","9",29752643,32514355
"AXB","BXA..17","9",75062375,75130896
"AXB","BXA.1","1",22304701,22390245
"AXB","BXA.1","1",39077592,39092398
"AXB","BXA.1","1",94150744,94184646
"AXB","BXA.1","1",172970026,172987566
"AXB","BXA.1","1",182152099,182163171
"AXB","BXA.1","1",190968012,191069511
"AXB","BXA.1","10",5386666,5435295
"AXB","BXA.1","10",7220274,7349775
"AXB","BXA.1","10",19037948,19067248
"AXB","BXA.1","10",66730215,67348211
"AXB","BXA.1","10",74059353,74129043
"AXB","BXA.1","10",97112188,98202435
"AXB","BXA.1","10",115302846,115319737
"AXB","BXA.1","11",78071903,78569941
"AXB","BXA.1","11",81418219,82690238
"AXB","BXA.1","11",86614627,86624442
"AXB","BXA.1","11",89469504,89506621
"AXB","BXA.1","11",91891600,93019808
"AXB","BXA.1","12",12921815,12939991
"AXB","BXA.1","12",36732632,36740051
"AXB","BXA.1","12",97343223,101168124
"AXB","BXA.1","13",16031170,17857171
"AXB","BXA.1","13",39906643,42545318
"AXB","BXA.1","13",47009770,47053943
"AXB","BXA.1","13",48215255,52833952
"AXB","BXA.1","15",55267219,55313177
"AXB","BXA.1","15",87813275,87819377
"AXB","BXA.1","15",100952778,100963348
"AXB","BXA.1","15",102502507,102963537
"AXB","BXA.1","16",6384384,6411133
"AXB","BXA.1","16",7096537,7113021
"AXB","BXA.1","16",22241842,23467677
"AXB","BXA.1","16",27062968,28278473
"AXB","BXA.1","16",72549916,72556134
"AXB","BXA.1","18",16818972,21513653
"AXB","BXA.1","2",8883900,8919146
"AXB","BXA.1","2",9593508,10140103
"AXB","BXA.1","2",109238813,109344562
"AXB","BXA.1","2",153500553,153505182
"AXB","BXA.1","2",168249890,168261798
"AXB","BXA.1","2",169599456,169605361
"AXB","BXA.1","4",9210716,9306752
"AXB","BXA.1","4",136628799,136648160
"AXB","BXA.1","5",40824188,41006567
"AXB","BXA.1","5",45599614,45674421
"AXB","BXA.1","5",77616522,77794076
"AXB","BXA.1","5",99028090,99440533
"AXB","BXA.1","5",101987603,104513417
"AXB","BXA.1","6",49689578,49745234
"AXB","BXA.1","6",125515889,126740741
"AXB","BXA.1","7",28704863,28819720
"AXB","BXA.1","7",117874315,117885601
"AXB","BXA.1","7",121750044,124902160
"AXB","BXA.1","7",141609726,141654395
"AXB","BXA.1","9",68604060,68624400
"AXB","BXA.1","9",81584624,82458195
"AXB","BXA.1","9",99853492,99862472
"AXB","BXA.1","9",113312840,113497075
"AXB","BXA.1","X",5262778,10112252
"AXB","BXA.11","1",20735970,20747945
"AXB","BXA.11","1",118967452,118995883
"AXB","BXA.11","1",174761901,174790138
"AXB","BXA.11","1",180463100,180478473
"AXB","BXA.11","11",72363540,72995537
"AXB","BXA.11","12",76989417,77606485
"AXB","BXA.11","12",86264367,87284800
"AXB","BXA.11","15",10824958,11083189
"AXB","BXA.11","17",69392719,69663633
"AXB","BXA.11","17",77465031,78933988
"AXB","BXA.11","19",6225435,8884935
"AXB","BXA.11","19",55083555,55086433
"AXB","BXA.11","2",97943610,98336830
"AXB","BXA.11","2",147111633,147125975
"AXB","BXA.11","3",119342295,119392186
"AXB","BXA.11","4",94787818,94887474
"AXB","BXA.11","4",102914505,102961218
"AXB","BXA.11","5",4281119,4349482
"AXB","BXA.11","5",50908607,52883319
"AXB","BXA.11","5",83642563,91231654
"AXB","BXA.11","5",98662250,98678861
"AXB","BXA.11","5",106246811,106282604
"AXB","BXA.11","5",107422627,108477675
"AXB","BXA.11","5",120704838,120973652
"AXB","BXA.11","6",47207341,47326896
"AXB","BXA.11","6",95230351,95265325
"AXB","BXA.11","6",131475248,131600123
"AXB","BXA.11","7",28887578,29086994
"AXB","BXA.11","7",57085672,57134461
"AXB","BXA.11","7",105826652,105868270
"AXB","BXA.11","7",112586651,112758412
"AXB","BXA.11","7",146904915,146935076
"AXB","BXA.11","8",33356323,33360781
"AXB","BXA.11","8",35278024,35321133
"AXB","BXA.11","8",71592403,79142237
"AXB","BXA.11","8",119091850,120564070
"AXB","BXA.11","X",48083715,48465401
"AXB","BXA.11","X",112437820,112469758
"AXB","BXA.12","1",22837644,23152978
"AXB","BXA.12","1",32202098,32383955
"AXB","BXA.12","1",116854103,116931494
"AXB","BXA.12","10",76175592,78478601
"AXB","BXA.12","10",90122970,90165176
"AXB","BXA.12","10",113647954,113757834
"AXB","BXA.12","10",115358904,115571077
"AXB","BXA.12","11",19826746,19896243
"AXB","BXA.12","11",47007068,53988308
"AXB","BXA.12","11",67962526,68236041
"AXB","BXA.12","11",76564034,76704635
"AXB","BXA.12","11",110576330,111022476
"AXB","BXA.12","11",112871837,112896000
"AXB","BXA.12","13",94672583,94686170
"AXB","BXA.12","15",31901839,32263325
"AXB","BXA.12","15",60281682,61773693
"AXB","BXA.12","15",87819379,87911734
"AXB","BXA.12","16",36351122,37636785
"AXB","BXA.12","16",39127950,39138140
"AXB","BXA.12","16",68858308,68947294
"AXB","BXA.12","16",94054465,95751361
"AXB","BXA.12","17",84078290,84102539
"AXB","BXA.12","17",85736303,85779404
"AXB","BXA.12","17",85807430,85849709
"AXB","BXA.12","17",86079733,86110299
"AXB","BXA.12","18",22816422,22836151
"AXB","BXA.12","18",38410252,38771667
"AXB","BXA.12","18",49484185,49546324
"AXB","BXA.12","19",48201160,48212355
"AXB","BXA.12","2",44198423,44384365
"AXB","BXA.12","2",62667543,65329790
"AXB","BXA.12","2",158862954,159118060
"AXB","BXA.12","2",174527664,174554073
"AXB","BXA.12","3",131727280,134471603
"AXB","BXA.12","4",133435263,133437645
"AXB","BXA.12","4",142604614,147551465
"AXB","BXA.12","5",26559014,26620452
"AXB","BXA.12","5",67491475,67602944
"AXB","BXA.12","6",49462307,49503151
"AXB","BXA.12","6",119173428,119453357
"AXB","BXA.12","7",48577839,50695143
"AXB","BXA.12","7",129760419,129809723
"AXB","BXA.12","7",137368893,137385359
"AXB","BXA.12","9",34803322,34829739
"AXB","BXA.12","9",114676439,114720319
"AXB","BXA.13","1",73258097,73269252
"AXB","BXA.13","1",76337049,76448999
"AXB","BXA.13","1",78580967,78590471
"AXB","BXA.13","1",165237195,169560324
"AXB","BXA.13","1",190063320,190253993
"AXB","BXA.13","1",190866628,190889911
"AXB","BXA.13","11",12375954,12588676
"AXB","BXA.13","11",56976438,57075322
"AXB","BXA.13","12",28121960,28127109
"AXB","BXA.13","12",29263189,29266903
"AXB","BXA.13","12",34050372,34062320
"AXB","BXA.13","12",78210261,81069516
"AXB","BXA.13","12",95761140,97343221
"AXB","BXA.13","12",103865047,106303360
"AXB","BXA.13","13",35527629,35566711
"AXB","BXA.13","13",47156363,47165119
"AXB","BXA.13","15",88081277,88247171
"AXB","BXA.13","15",90435336,90751370
"AXB","BXA.13","17",45902679,47589681
"AXB","BXA.13","18",45204050,45407201
"AXB","BXA.13","18",63511837,63528390
"AXB","BXA.13","18",68299522,68394021
"AXB","BXA.13","2",168249890,168261798
"AXB","BXA.13","3",89136618,92568749
"AXB","BXA.13","3",145494112,145516534
"AXB","BXA.13","3",146245339,146299565
"AXB","BXA.13","4",103285413,103374183
"AXB","BXA.13","4",126807720,126859035
"AXB","BXA.13","4",135492846,135674720
"AXB","BXA.13","4",151342385,152441890
"AXB","BXA.13","4",153956251,153963297
"AXB","BXA.13","5",5683035,5857076
"AXB","BXA.13","5",29072269,31214049
"AXB","BXA.13","5",45679421,45729525
"AXB","BXA.13","5",54981257,55004574
"AXB","BXA.13","5",66778719,66895542
"AXB","BXA.13","5",142672403,144333119
"AXB","BXA.13","5",147449822,147521153
"AXB","BXA.13","6",112222905,117324379
"AXB","BXA.13","8",23273104,23339316
"AXB","BXA.13","8",64951898,65029599
"AXB","BXA.13","8",67788407,67794982
"AXB","BXA.13","8",105261895,105331576
"AXB","BXA.13","9",27137681,28430118
"AXB","BXA.13","9",114676439,114720319
"AXB","BXA.13","X",103328409,106020025
"AXB","BXA.13","X",137629135,137759320
"AXB","BXA.13","X",158414345,160533551
"AXB","BXA.13","X",162772257,163102047
"AXB","BXA.14","1",26393006,26461068
"AXB","BXA.14","1",35220085,35256667
"AXB","BXA.14","1",65177375,65552204
"AXB","BXA.14","1",177541488,177680932
"AXB","BXA.14","1",182061222,182066910
"AXB","BXA.14","1",190968012,191069511
"AXB","BXA.14","10",28677525,30425807
"AXB","BXA.14","10",30894064,42427605
"AXB","BXA.14","10",61590282,66730213
"AXB","BXA.14","10",78478603,81520273
"AXB","BXA.14","11",78071903,78569941
"AXB","BXA.14","12",40070136,40424397
"AXB","BXA.14","12",68404765,68462916
"AXB","BXA.14","13",67856888,67914093
"AXB","BXA.14","13",81583533,81588813
"AXB","BXA.14","13",111542459,111787235
"AXB","BXA.14","14",43917987,46195719
"AXB","BXA.14","14",69000120,70956983
"AXB","BXA.14","14",77236869,77256600
"AXB","BXA.14","14",78441116,78691560
"AXB","BXA.14","14",81597127,86550112
"AXB","BXA.14","14",100094115,100130870
"AXB","BXA.14","16",12865959,13834476
"AXB","BXA.14","16",87665217,89911099
"AXB","BXA.14","16",94054465,95751361
"AXB","BXA.14","17",72439803,72449326
"AXB","BXA.14","17",83992552,84037480
"AXB","BXA.14","18",59165034,59416230
"AXB","BXA.14","19",10728652,10746605
"AXB","BXA.14","2",99612448,99650573
"AXB","BXA.14","3",129185530,129206982
"AXB","BXA.14","3",155760254,156250828
"AXB","BXA.14","5",38123152,38136443
"AXB","BXA.14","5",107422627,108477675
"AXB","BXA.14","5",130823944,132237205
"AXB","BXA.14","5",142417592,142545727
"AXB","BXA.14","6",51023937,51056980
"AXB","BXA.14","6",67008533,73091718
"AXB","BXA.14","6",110210819,110217829
"AXB","BXA.14","6",117324381,118916090
"AXB","BXA.14","6",125515889,126740741
"AXB","BXA.14","6",127884851,127931065
"AXB","BXA.14","7",31093175,31105395
"AXB","BXA.14","7",37385228,37416561
"AXB","BXA.14","7",140353571,141290166
"AXB","BXA.14","8",100124721,100267613
"AXB","BXA.14","8",113070879,116230404
"AXB","BXA.14","9",28430120,29748080
"AXB","BXA.14","9",29752643,32514355
"AXB","BXA.14","X",68169133,68201672
"AXB","BXA.14","X",162772257,163102047
"AXB","BXA.16","1",22064921,22280414
"AXB","BXA.16","1",25588284,25669735
"AXB","BXA.16","1",40338945,40375120
"AXB","BXA.16","1",79869117,79882479
"AXB","BXA.16","1",82636708,84601313
"AXB","BXA.16","1",179347191,179350221
"AXB","BXA.16","1",189257310,189266383
"AXB","BXA.16","10",74129045,75923008
"AXB","BXA.16","11",47007068,53988308
"AXB","BXA.16","11",55075520,55207958
"AXB","BXA.16","12",5310388,5317318
"AXB","BXA.16","12",72562129,72580139
"AXB","BXA.16","12",78210261,81069516
"AXB","BXA.16","12",103865047,106303360
"AXB","BXA.16","13",40483852,40571415
"AXB","BXA.16","13",40867015,40903310
"AXB","BXA.16","13",60470641,60517114
"AXB","BXA.16","14",68533550,68656549
"AXB","BXA.16","14",81597127,86550112
"AXB","BXA.16","14",117676055,118934754
"AXB","BXA.16","15",41513531,41556367
"AXB","BXA.16","15",51575016,53173931
"AXB","BXA.16","15",102043865,102168573
"AXB","BXA.16","16",51648911,54901203
"AXB","BXA.16","16",67743705,67778559
"AXB","BXA.16","17",72439803,72449326
"AXB","BXA.16","17",76726769,76823311
"AXB","BXA.16","18",68299522,68394021
"AXB","BXA.16","18",76554909,77618559
"AXB","BXA.16","18",79296682,79380896
"AXB","BXA.16","19",21229899,21457951
"AXB","BXA.16","2",52425216,52488922
"AXB","BXA.16","2",102981396,103051321
"AXB","BXA.16","2",158862954,159118060
"AXB","BXA.16","2",170233415,170346048
"AXB","BXA.16","2",173523179,173557561
"AXB","BXA.16","3",60758874,61022379
"AXB","BXA.16","3",86870889,86892270
"AXB","BXA.16","3",115557717,115571317
"AXB","BXA.16","3",121164063,122052502
"AXB","BXA.16","3",146245339,146299565
"AXB","BXA.16","4",81101601,81112446
"AXB","BXA.16","4",125112697,125137398
"AXB","BXA.16","4",126139394,126164190
"AXB","BXA.16","4",129485279,129503704
"AXB","BXA.16","5",5365278,5401888
"AXB","BXA.16","5",21104547,21107922
"AXB","BXA.16","5",22349753,24085810
"AXB","BXA.16","5",29072269,31214049
"AXB","BXA.16","5",50908607,52883319
"AXB","BXA.16","5",76103008,76391971
"AXB","BXA.16","5",77295126,77310665
"AXB","BXA.16","6",76347428,76506093
"AXB","BXA.16","6",143100914,143980440
"AXB","BXA.16","7",80231451,80302071
"AXB","BXA.16","7",103114756,103143856
"AXB","BXA.16","7",119709042,119724294
"AXB","BXA.16","7",138180070,138667043
"AXB","BXA.16","7",141329465,141331879
"AXB","BXA.16","7",141609726,141654395
"AXB","BXA.16","9",36674883,36749556
"AXB","BXA.16","9",41642135,41666850
"AXB","BXA.2","1",25588284,25669735
"AXB","BXA.2","1",73436889,73462406
"AXB","BXA.2","10",110500044,111849278
"AXB","BXA.2","12",54399948,54439021
"AXB","BXA.2","12",72562129,72580139
"AXB","BXA.2","13",48215255,52833952
"AXB","BXA.2","13",112557944,112567996
"AXB","BXA.2","14",120366386,120383494
"AXB","BXA.2","15",55701292,60281680
"AXB","BXA.2","15",88319653,89675466
"AXB","BXA.2","15",98898541,98955890
"AXB","BXA.2","16",13834478,14891222
"AXB","BXA.2","16",32622971,32639128
"AXB","BXA.2","16",74173610,74286235
"AXB","BXA.2","16",80428452,80449072
"AXB","BXA.2","16",82661223,82782955
"AXB","BXA.2","17",9050295,9087887
"AXB","BXA.2","18",13988325,14160170
"AXB","BXA.2","19",58639693,58760691
"AXB","BXA.2","2",19779142,19789514
"AXB","BXA.2","2",31302610,31964514
"AXB","BXA.2","2",61061289,62405465
"AXB","BXA.2","2",70237340,70332734
"AXB","BXA.2","2",75619332,75734404
"AXB","BXA.2","2",76329795,79182583
"AXB","BXA.2","2",82949268,83241749
"AXB","BXA.2","2",106505493,106538610
"AXB","BXA.2","2",106590602,106592324
"AXB","BXA.2","2",143876806,143917746
"AXB","BXA.2","3",30310250,30328541
"AXB","BXA.2","3",96753395,97477473
"AXB","BXA.2","3",148559295,148575394
"AXB","BXA.2","4",33857330,34056894
"AXB","BXA.2","4",104580858,105178309
"AXB","BXA.2","4",126422185,126539171
"AXB","BXA.2","4",131555158,132094952
"AXB","BXA.2","5",22349753,24085810
"AXB","BXA.2","5",28163906,28182657
"AXB","BXA.2","5",73460865,73524103
"AXB","BXA.2","5",147449822,147521153
"AXB","BXA.2","6",43946759,45070818
"AXB","BXA.2","6",94744091,94851625
"AXB","BXA.2","7",31205554,31247461
"AXB","BXA.2","7",99667320,99791486
"AXB","BXA.2","8",18442016,18457811
"AXB","BXA.2","8",27599135,27642510
"AXB","BXA.2","8",71592403,79142237
"AXB","BXA.2","8",105261895,105331576
"AXB","BXA.2","9",72938303,73120560
"AXB","BXA.2","9",95069730,95234447
"AXB","BXA.2","9",120805381,120857717
"AXB","BXA.2","X",10112254,36252885
"AXB","BXA.2","X",137250009,137510992
"AXB","BXA.24","1",14725173,15498264
"AXB","BXA.24","1",107637228,107860119
"AXB","BXA.24","10",9264522,9328511
"AXB","BXA.24","10",15923260,15945813
"AXB","BXA.24","10",19530670,19657275
"AXB","BXA.24","10",66730215,67348211
"AXB","BXA.24","10",84296661,84322909
"AXB","BXA.24","10",85925336,86050295
"AXB","BXA.24","11",90513883,90546474
"AXB","BXA.24","11",112871837,112896000
"AXB","BXA.24","11",116182922,116214869
"AXB","BXA.24","12",106303362,107636042
"AXB","BXA.24","12",114803608,115065049
"AXB","BXA.24","13",106914590,106962709
"AXB","BXA.24","14",43917987,46195719
"AXB","BXA.24","14",61815793,61858660
"AXB","BXA.24","14",73404728,76834312
"AXB","BXA.24","14",100094115,100130870
"AXB","BXA.24","14",107176992,111918855
"AXB","BXA.24","17",79307150,79316923
"AXB","BXA.24","17",81281807,83303569
"AXB","BXA.24","17",88272517,88433757
"AXB","BXA.24","17",89287848,89889852
"AXB","BXA.24","18",65665591,65716110
"AXB","BXA.24","19",28816754,32123866
"AXB","BXA.24","19",46625429,46656999
"AXB","BXA.24","19",48663023,48689838
"AXB","BXA.24","2",10314631,13357844
"AXB","BXA.24","3",139901712,139956969
"AXB","BXA.24","4",66761879,69559423
"AXB","BXA.24","4",104580858,105178309
"AXB","BXA.24","4",125147630,125189858
"AXB","BXA.24","4",148725723,148933031
"AXB","BXA.24","5",68073981,72655709
"AXB","BXA.24","5",76103008,76391971
"AXB","BXA.24","5",115824856,115866347
"AXB","BXA.24","5",142417592,142545727
"AXB","BXA.24","6",49688702,49689358
"AXB","BXA.24","6",92537119,92541105
"AXB","BXA.24","6",117324381,118916090
"AXB","BXA.24","7",25242602,27101980
"AXB","BXA.24","7",103981915,104062622
"AXB","BXA.24","8",9757873,11361553
"AXB","BXA.24","8",22999522,23009249
"AXB","BXA.24","9",72938303,73120560
"AXB","BXA.24","9",75857553,75861051
"AXB","BXA.24","9",83010626,83343026
"AXB","BXA.24","9",115570153,115588398
"AXB","BXA.24","9",121845195,121883525
"AXB","BXA.24","X",142706100,143532209
"AXB","BXA.25","1",25428434,25451726
"AXB","BXA.25","1",61162381,62339901
"AXB","BXA.25","1",96419820,102039085
"AXB","BXA.25","1",189623587,189725182
"AXB","BXA.25","1",191319065,191376897
"AXB","BXA.25","10",93811810,95814344
"AXB","BXA.25","10",108194132,110046953
"AXB","BXA.25","10",112297403,113647952
"AXB","BXA.25","11",4982520,5063249
"AXB","BXA.25","11",36251515,36272525
"AXB","BXA.25","11",36453928,36464134
"AXB","BXA.25","11",56976438,57075322
"AXB","BXA.25","11",78569943,81242665
"AXB","BXA.25","11",112764643,112774055
"AXB","BXA.25","12",35538236,35560199
"AXB","BXA.25","12",67740279,67752381
"AXB","BXA.25","12",103865047,106303360
"AXB","BXA.25","13",46012304,46153609
"AXB","BXA.25","13",57776330,59022076
"AXB","BXA.25","14",19817806,25595922
"AXB","BXA.25","14",116164477,116967458
"AXB","BXA.25","15",90435336,90751370
"AXB","BXA.25","15",95990202,96011495
"AXB","BXA.25","16",84254671,84505226
"AXB","BXA.25","16",90998970,91096585
"AXB","BXA.25","17",27137904,27149887
"AXB","BXA.25","17",31603238,31610071
"AXB","BXA.25","17",55848280,57233172
"AXB","BXA.25","17",75905339,75985840
"AXB","BXA.25","17",89287848,89889852
"AXB","BXA.25","18",14172224,14332254
"AXB","BXA.25","18",14699105,14867844
"AXB","BXA.25","18",49484185,49546324
"AXB","BXA.25","18",69991796,70015804
"AXB","BXA.25","18",81684597,82307908
"AXB","BXA.25","18",82547161,83919389
"AXB","BXA.25","19",51459105,51913576
"AXB","BXA.25","2",26099755,26148908
"AXB","BXA.25","2",152886883,152892662
"AXB","BXA.25","2",169599456,169605361
"AXB","BXA.25","3",21120211,23105108
"AXB","BXA.25","3",28202561,28235682
"AXB","BXA.25","3",47848216,47860168
"AXB","BXA.25","3",92653190,92821779
"AXB","BXA.25","3",128049303,128074666
"AXB","BXA.25","3",128574389,128799435
"AXB","BXA.25","3",152890385,153857806
"AXB","BXA.25","4",20432717,20458111
"AXB","BXA.25","4",139464116,141043773
"AXB","BXA.25","4",141079422,141658551
"AXB","BXA.25","5",32117878,32227193
"AXB","BXA.25","5",77879737,83642561
"AXB","BXA.25","5",97118256,97128586
"AXB","BXA.25","5",125204680,125266383
"AXB","BXA.25","6",36704943,38804825
"AXB","BXA.25","6",87506837,88111576
"AXB","BXA.25","6",119487052,119518756
"AXB","BXA.25","7",90893891,90945010
"AXB","BXA.25","8",47379382,50882929
"AXB","BXA.25","8",94029720,95277274
"AXB","BXA.25","8",109379454,109504195
"AXB","BXA.25","8",113070879,116230404
"AXB","BXA.25","9",52207434,52207956
"AXB","BXA.25","9",112051866,112085964
"AXB","BXA.25","X",10112254,36252885
"AXB","BXA.25","X",73104751,73163203
"AXB","BXA.26","1",35197712,35207657
"AXB","BXA.26","1",59205342,61162379
"AXB","BXA.26","1",94150744,94184646
"AXB","BXA.26","10",21055559,21093324
"AXB","BXA.26","10",42427607,43717116
"AXB","BXA.26","10",95814346,96212099
"AXB","BXA.26","10",98511044,101861742
"AXB","BXA.26","10",120019633,120025352
"AXB","BXA.26","11",47007068,53988308
"AXB","BXA.26","12",10401108,10469734
